country_code,country_name,date,topic_group,avg_interest,n_rows
US,United States,2026-01-04,adult_corporal_punishment,0,1
US,United States,2026-01-11,adult_corporal_punishment,85,1
US,United States,2026-01-11,bdsm_general,73,1
US,United States,2026-01-11,domestic_discipline,53,1
US,United States,2026-01-11,spanking,28,3
US,United States,2026-01-11,otk,20,1
US,United States,2026-01-11,impact_play,10,1
US,United States,2026-01-18,bdsm_general,84,1
US,United States,2026-01-18,domestic_discipline,61,1
US,United States,2026-01-18,spanking,45.666666666666664,3
US,United States,2026-01-18,otk,25,1
US,United States,2026-01-18,impact_play,12,1
US,United States,2026-01-18,adult_corporal_punishment,0,1
US,United States,2026-01-25,domestic_discipline,88,1
US,United States,2026-01-25,bdsm_general,83,1
US,United States,2026-01-25,spanking,56.666666666666664,3
US,United States,2026-01-25,otk,22,1
US,United States,2026-01-25,impact_play,21,1
US,United States,2026-01-25,adult_corporal_punishment,0,1
US,United States,2026-02-01,impact_play,100,1
US,United States,2026-02-01,domestic_discipline,92,1
US,United States,2026-02-01,bdsm_general,84,1
US,United States,2026-02-01,spanking,50.333333333333336,3
US,United States,2026-02-01,otk,22,1
US,United States,2026-02-01,adult_corporal_punishment,0,1
US,United States,2026-02-08,bdsm_general,81,1
US,United States,2026-02-08,domestic_discipline,78,1
US,United States,2026-02-08,spanking,54.666666666666664,3
US,United States,2026-02-08,otk,23,1
US,United States,2026-02-08,impact_play,22,1
US,United States,2026-02-08,adult_corporal_punishment,0,1
US,United States,2026-02-15,domestic_discipline,99,1
US,United States,2026-02-15,bdsm_general,87,1
US,United States,2026-02-15,spanking,26.666666666666668,3
US,United States,2026-02-15,impact_play,25,1
US,United States,2026-02-15,otk,20,1
US,United States,2026-02-15,adult_corporal_punishment,0,1
US,United States,2026-02-22,bdsm_general,87,1
US,United States,2026-02-22,domestic_discipline,66,1
US,United States,2026-02-22,spanking,50.333333333333336,3
US,United States,2026-02-22,impact_play,27,1
US,United States,2026-02-22,otk,20,1
US,United States,2026-02-22,adult_corporal_punishment,0,1
US,United States,2026-03-01,domestic_discipline,100,1
US,United States,2026-03-01,spanking,88.33333333333333,3
US,United States,2026-03-01,bdsm_general,83,1
US,United States,2026-03-01,otk,22,1
US,United States,2026-03-01,impact_play,16,1
US,United States,2026-03-01,adult_corporal_punishment,0,1
US,United States,2026-03-08,bdsm_general,85,1
US,United States,2026-03-08,spanking,59.333333333333336,3
US,United States,2026-03-08,domestic_discipline,48,1
US,United States,2026-03-08,otk,22,1
US,United States,2026-03-08,impact_play,13,1
US,United States,2026-03-08,adult_corporal_punishment,0,1
US,United States,2026-03-15,bdsm_general,87,1
US,United States,2026-03-15,domestic_discipline,75,1
US,United States,2026-03-15,spanking,54,3
US,United States,2026-03-15,otk,19,1
US,United States,2026-03-15,impact_play,13,1
US,United States,2026-03-15,adult_corporal_punishment,0,1
US,United States,2026-03-22,bdsm_general,79,1
US,United States,2026-03-22,domestic_discipline,77,1
US,United States,2026-03-22,spanking,62,3
US,United States,2026-03-22,otk,19,1
US,United States,2026-03-22,impact_play,13,1
US,United States,2026-03-22,adult_corporal_punishment,0,1
US,United States,2026-03-29,bdsm_general,85,1
US,United States,2026-03-29,spanking,63.666666666666664,3
US,United States,2026-03-29,domestic_discipline,50,1
US,United States,2026-03-29,otk,19,1
US,United States,2026-03-29,adult_corporal_punishment,16,1
US,United States,2026-03-29,impact_play,7,1
US,United States,2026-04-05,bdsm_general,83,1
US,United States,2026-04-05,spanking,58.333333333333336,3
US,United States,2026-04-05,domestic_discipline,50,1
US,United States,2026-04-05,otk,20,1
US,United States,2026-04-05,adult_corporal_punishment,19,1
US,United States,2026-04-05,impact_play,7,1
