scrape_date,source,country_code,country_name,region,query_term,timeframe,interest_score,interest_score_raw,hits,keyword,geo,gprop
2026-04-11,google_trends_region,NZ,New Zealand,Canterbury,bdsm,today 12-m,51,51,51,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Taranaki,bdsm,today 12-m,48,48,48,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Northland,bdsm,today 12-m,47,47,47,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Southland,bdsm,today 12-m,44,44,44,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Auckland,bdsm,today 12-m,42,42,42,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Hawke's Bay,bdsm,today 12-m,37,37,37,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Chatham Islands,bdsm,today 12-m,NA,NA,NA,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Gisborne,bdsm,today 12-m,NA,NA,NA,bdsm,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Southland,otk,today 12-m,100,100,100,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Wellington,otk,today 12-m,25,25,25,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Waikato,otk,today 12-m,21,21,21,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Auckland,otk,today 12-m,20,20,20,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Canterbury,otk,today 12-m,19,19,19,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Bay Of Plenty,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Chatham Islands,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Gisborne,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Hawke's Bay,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Marlborough,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Manawatu-Wanganui,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Nelson,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Northland,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Otago,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Tasman,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Taranaki,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,West Coast,otk,today 12-m,NA,NA,NA,otk,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Auckland,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Bay Of Plenty,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Canterbury,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Chatham Islands,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Gisborne,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Hawke's Bay,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Marlborough,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Manawatu-Wanganui,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Nelson,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Northland,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Otago,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Southland,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Tasman,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Taranaki,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Wellington,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,Waikato,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
2026-04-11,google_trends_region,NZ,New Zealand,West Coast,adult corporal punishment,today 12-m,NA,NA,NA,adult corporal punishment,NZ,web
